 284.57, -35.83,835.82, 171.06, -0.01,-179.99
 384.57, -35.83,834.93, 171.06, -0.01,-179.99
 284.57, -35.83,834.93,  -9.98, -0.01,-179.99
 284.57, -35.83,834.93, -98.01, -0.01,-179.99
 -65.73, 550.42,752.35, -40.34, 17.16,-172.89
 -81.90, 548.70,751.97, -40.04, 16.52,-173.08
 -81.90, 548.70,751.97, -40.04, 16.52,-173.08
-326.73, 455.61,722.78, -32.31,  0.84,-169.91
   0.00,   0.00,  0.00,   0.00,  0.00,   0.00
   0.00,   0.00,  0.00,   0.00,  0.00,   0.00
